Lokal      	Galactic     	Teta            	R +- err
         	"NGC0115	"	1.251228694622694	21.442+-0.108
         	"NGC1309	"	1.4358786848120257	21.442+-0.108
         	"UGC03433	"	1.0254393523615535	21.442+-0.108
         	"NGC4930	"	1.3380199300609288	21.442+-0.108
         	"ESO021-003	"	1.0259033724628017	21.442+-0.108
         	"UGC00903	"	1.0085580206216302	21.442+-0.108
         	"NGC5756	"	1.0777128392736601	21.442+-0.108
         	"PGC022319	"	1.0225269351847672	21.442+-0.108
         	"IC5267A	"	1.2223721796406728	21.442+-0.108
         	"NGC0289	"	1.737264394973357	21.442+-0.108
         	"IC2969	"	1.0068880584442508	21.442+-0.108
         	"IC3015	"	1.2488296470588391	21.442+-0.108
         	"NGC5194	"	1.5478649297196307	21.442+-0.108
         	"PGC010217	"	1.0536041992677068	21.442+-0.108
         	"NGC1832	"	1.0118202068479578	21.442+-0.108
         	"ESO490-035	"	1.1805722004675456	21.442+-0.108
         	"NGC7205	"	1.0196868498010692	21.442+-0.108
         	"NGC3949	"	1.0010271942876885	21.442+-0.108
         	"NGC7314	"	1.0062894286869632	21.442+-0.108
         	"NGC5364	"	1.005089348081393	21.442+-0.108
         	"NGC7531	"	1.1599634914730734	21.442+-0.108
         	"ESO560-004	"	1.3175598425695738	21.442+-0.108
         	"NGC3213	"	1.1595497367255982	21.442+-0.108
         	"NGC3521	"	1.2034289183908422	21.442+-0.108
         	"NGC1255	"	1.4791089527092067	21.442+-0.108
         	"NGC6217	"	1.2205858398723997	21.442+-0.108
         	"NGC0157	"	1.006794010984949	21.442+-0.108
         	"NGC3310	"	1.009778973081079	21.442+-0.108
         	"ESO428-015	"	1.0051100759700395	21.442+-0.108
         	"ESO489-029	"	1.133785441188036	21.442+-0.108
         	"NGC1924	"	1.1822420451493643	21.442+-0.108
         	"ESO429-001	"	1.1224494127557834	21.442+-0.108
         	"NGC2964	"	1.6098748219475008	21.442+-0.108
         	"UGC03050	"	1.6850772680468635	21.442+-0.108
         	"UGC05765	"	1.0081880848907832	21.442+-0.108
         	"NGC0134	"	1.0587152278745344	21.442+-0.108
         	"NGC5248	"	1.3112217278458969	21.442+-0.108
         	"ESO039-006	"	1.2983096572836388	21.442+-0.108
         	"NGC2336	"	1.0109515368885005	21.442+-0.108
         	"UGC05958	"	1.0031016122275909	21.442+-0.108
         	"IC1532	"	1.0057967987635763	21.442+-0.108
         	"NGC1515	"	1.3832124747909198	21.442+-0.108
         	"NGC3403	"	1.0210527560925595	21.442+-0.108
         	"NGC3059	"	1.0015940201807103	21.442+-0.108
         	"ESO428-017	"	1.0041877516722837	21.442+-0.108
         	"ESO124-015	"	1.0205529555383817	21.442+-0.108
         	"NGC6744	"	1.1370741042308594	21.442+-0.108
         	"NGC5949	"	1.0003893518992157	21.442+-0.108
         	"NGC3972	"	1.039210960766723	21.442+-0.108
         	"NGC6000	"	1.065507587966501	21.442+-0.108
         	"NGC3684	"	1.0160530249276147	21.442+-0.108
         	"ESO126-015	"	1.1331560872589723	21.442+-0.108
         	"NGC3254	"	1.0757638536201364	21.442+-0.108
         	"NGC4051	"	1.149351011810719	21.442+-0.108
         	"NGC1325	"	1.6997269506736863	21.442+-0.108
         	"IC0210	"	1.67953270553389	21.442+-0.108
         	"NGC1300	"	1.0253037417855986	21.442+-0.108
         	"NGC7241	"	1.7451310271891123	21.442+-0.108
         	"NGC4041	"	1.3101251199407455	21.442+-0.108
         	"UGC03587	"	1.0741964977302867	21.442+-0.108
         	"NGC7817	"	1.0248740813686865	21.442+-0.108
         	"NGC4303	"	1.0021718015921741	21.442+-0.108
         	"NGC4219	"	1.1283898522750566	21.442+-0.108
         	"IC0065	"	1.0067190683546907	21.442+-0.108
         	"NGC4258	"	1.0011560434032556	21.442+-0.108
         	"NGC0613	"	1.0918501216497494	21.442+-0.108
         	"NGC4206	"	1.3277259657944724	21.442+-0.108
         	"NGC1792	"	1.661675007312456	21.442+-0.108
         	"IC2554A	"	1.0569043465898227	21.442+-0.108
         	"NGC2268	"	1.1615180636600342	21.442+-0.108
         	"NGC2748	"	1.1149809024465673	21.442+-0.108
         	"UGC09746	"	1.0228274251224083	21.442+-0.108
         	"UGC12471	"	1.556547154645988	21.442+-0.108
         	"NGC2634A	"	1.0001969718774926	21.442+-0.108
         	"ESO428-018	"	1.0062002144786388	21.442+-0.108
         	"NGC5921	"	1.1037806263675032	21.442+-0.108
         	"PGC024031	"	1.0144052438246665	21.442+-0.108
         	"NGC3992	"	1.508312309852777	21.442+-0.108
         	"NGC3344	"	1.767029662234734	21.442+-0.108
         	"NGC4835	"	1.0665646308228975	21.442+-0.108
         	"NGC3066	"	1.0850456267313984	21.442+-0.108
         	"NGC3642	"	1.3653609551044483	21.442+-0.108
         	"NGC2706	"	1.0635505050311767	21.442+-0.108
         	"NGC6951	"	1.5274408346884956	21.442+-0.108
         	"NGC0485	"	1.2745413422026999	21.442+-0.108
         	"NGC6814	"	1.1109011316219544	21.442+-0.108
         	"NGC4237	"	1.0455449222669677	21.442+-0.108
         	"NGC1566	"	1.0045962577266678	21.442+-0.108
         	"NGC0723	"	1.0008068062917228	21.442+-0.108
         	"NGC5005	"	1.1075298352339864	21.442+-0.108
         	"UGC10907	"	1.0714898364455738	21.442+-0.108
         	"PGC013716	"	1.0091394795766528	21.442+-0.108
         	"PGC043383	"	1.7456741280050394	21.442+-0.108
         	"NGC4981	"	1.0002149816819172	21.442+-0.108
         	"NGC2836	"	1.3410254412923193	21.442+-0.108
         	"IC3229	"	1.3711862869881504	21.442+-0.108
         	"NGC3953	"	1.007934316045273	21.442+-0.108
         	"IC2051	"	1.1723852461202628	21.442+-0.108
         	"NGC4567	"	1.0108329809066328	21.442+-0.108
         	"NGC5713	"	1.2716617593076374	21.442+-0.108
         	"NGC6925	"	1.3916966820063557	21.442+-0.108
         	"NGC3681	"	1.0409448266391146	21.442+-0.108
         	"IC4444	"	1.3746552518860293	21.442+-0.108
         	"NGC7083	"	1.1418565381219383	21.442+-0.108
         	"NGC3756	"	1.116484534839975	21.442+-0.108
         	"NGC2903	"	1.2783699926413497	21.442+-0.108
         	"NGC7339	"	1.0017971347583994	21.442+-0.108
         	"ESO377-034	"	1.028100766860875	21.442+-0.108
         	"NGC5055	"	1.0368761508714015	21.442+-0.108
         	"NGC4205	"	1.1754341228358074	21.442+-0.108
         	"NGC4030	"	1.1673503835908903	21.442+-0.108
         	"NGC4527	"	1.1583933191870464	21.442+-0.108
         	"NGC4658	"	1.025682120760672	21.442+-0.108
         	"NGC3882	"	1.737681429026577	21.442+-0.108
         	"NGC4575	"	1.789449065320217	21.442+-0.108
         	"NGC3686	"	1.0067947808316104	21.442+-0.108
         	"IC1952	"	1.0001448240783233	21.442+-0.108
         	"ESO555-022	"	1.0131086391597743	21.442+-0.108
         	"ESO551-016	"	1.1191388335202044	21.442+-0.108
         	"NGC1421	"	1.0271223011799127	21.442+-0.108
         	"NGC4035	"	1.790881531837484	21.442+-0.108
         	"NGC4389	"	1.0283949385680153	21.442+-0.108
         	"ESO441-007	"	1.0688459659178915	21.442+-0.108
         	"NGC3118	"	1.0022399318231157	21.442+-0.108
         	"UGC07590	"	1.1956839919677664	21.442+-0.108
         	"NGC6875A	"	1.1913195907469283	21.442+-0.108
         	"NGC4321	"	1.5119092644589867	21.442+-0.108
         	"ESO355-026	"	1.332439838930517	21.442+-0.108
         	"NGC5247	"	1.0793190565089663	21.442+-0.108
         	"IC2056	"	1.3656150152349649	21.442+-0.108
         	"IC4582	"	1.829926304689574	21.442+-0.108
         	"NGC7462	"	1.3241281266693055	21.442+-0.108
         	"NGC2856	"	1.0417888493365335	21.442+-0.108
         	"ESO477-016	"	1.2988001780525005	21.442+-0.108
         	"NGC0048	"	1.0425944610910316	21.442+-0.108
         	"UGC10043	"	1.4202840584416099	21.442+-0.108
         	"IC4231	"	1.0020232946077183	21.442+-0.108
         	"ESO223-012	"	1.326702639135696	21.442+-0.108
         	"NGC3981	"	1.0813080684320255	21.442+-0.108
         	"NGC0255	"	1.0077557637635357	21.442+-0.108
         	"PGC058798	"	1.0018388401475222	21.442+-0.108
         	"NGC1351A	"	1.0608169938832355	21.442+-0.108
         	"IC0381	"	1.110529750769254	21.442+-0.108
         	"NGC0522	"	1.0122531097926755	21.442+-0.108
         	"NGC4100	"	1.0019661846138093	21.442+-0.108
         	"NGC4568	"	1.0083114586848243	21.442+-0.108
         	"ESO362-011	"	1.3460155481609053	21.442+-0.108
         	"ESO564-019	"	1.494862734043327	21.442+-0.108
         	"ESO580-041	"	1.0103026243421283	21.442+-0.108
         	"PGC022100	"	1.0285841079040838	21.442+-0.108
         	"NGC5530	"	1.570685581454601	21.442+-0.108
         	"ESO288-025	"	1.1933817550599684	21.442+-0.108
         	"NGC4159	"	1.3816407739265688	21.442+-0.108
         	"UGC09274	"	1.286713603723471	21.442+-0.108
         	"PGC024469	"	1.0153501927836526	21.442+-0.108
         	"IC5325	"	1.295564637324381	21.442+-0.108
         	"ESO441-014	"	1.047132434888736	21.442+-0.108
         	"UGC08052	"	1.0091460958213236	21.442+-0.108
         	"NGC2966	"	1.01070578105179	21.442+-0.108
         	"NGC7590	"	1.0389838438415255	21.442+-0.108
         	"PGC039052	"	1.5526138215831002	21.442+-0.108
         	"IC0700	"	1.009769609835657	21.442+-0.108
         	"NGC5109	"	1.000263067780406	21.442+-0.108
         	"UGC07982	"	1.7989825362826286	21.442+-0.108
         	"ESO541-004	"	1.042942918969999	21.442+-0.108
         	"UGC05369	"	1.003392463687353	21.442+-0.108
         	"PGC030906	"	1.024548339730463	21.442+-0.108
         	"NGC5054	"	1.2348459247217194	21.442+-0.108
         	"NGC4536	"	1.0553958509063701	21.442+-0.108
         	"PGC018395	"	1.1000917478451344	21.442+-0.108
         	"NGC5088	"	1.0433079441573154	21.442+-0.108
         	"IC4390	"	1.1011456770254964	21.442+-0.108
         	"NGC0360	"	1.1751605825059181	21.442+-0.108
         	"ESO548-063	"	1.0962453102830525	21.442+-0.108
         	"NGC5981	"	1.0831810764851821	21.442+-0.108
         	"NGC3003	"	1.0147808344330898	21.442+-0.108
         	"UGC03137	"	1.0047292216920918	21.442+-0.108
         	"ESO545-003	"	1.2587807501918604	21.442+-0.108
         	"NGC2344	"	1.6349174339037875	21.442+-0.108
         	"NGC1406	"	1.486058851087936	21.442+-0.108
         	"ESO494-007	"	1.1479775718668586	21.442+-0.108
         	"UGC09206	"	1.0485572578659212	21.442+-0.108
         	"NGC3936	"	1.013660128959976	21.442+-0.108
         	"IC5176	"	1.169941823871948	21.442+-0.108
         	"NGC2559	"	1.070087180667485	21.442+-0.108
         	"NGC7347	"	1.002883191397495	21.442+-0.108
         	"PGC058661	"	1.0000457959655	21.442+-0.108
         	"IC2627	"	1.0015795890066077	21.442+-0.108
         	"NGC2090	"	1.106077820804617	21.442+-0.108
         	"NGC5958	"	1.6297856991599047	21.442+-0.108
         	"PGC047885	"	1.0005651586801512	21.442+-0.108
         	"PGC138879	"	1.5769600645642907	21.442+-0.108
         	"NGC7361	"	1.0455363180870103	21.442+-0.108
         	"NGC3162	"	1.00018717788472	21.442+-0.108
         	"NGC2644	"	1.048833444366441	21.442+-0.108
         	"PGC056924	"	1.0054335485832355	21.442+-0.108
         	"NGC4790	"	1.056683333347598	21.442+-0.108
         	"NGC5301	"	1.0075248177494691	21.442+-0.108
         	"NGC4088	"	1.005385893566854	21.442+-0.108
         	"IC2166	"	1.0033697270739466	21.442+-0.108
         	"NGC4689	"	1.021038382888339	21.442+-0.108
         	"NGC4409	"	1.379788551522256	21.442+-0.108
         	"NGC0007	"	1.0088005324625704	21.442+-0.108
         	"ESO493-017	"	1.1605431203972216	21.442+-0.108
         	"ESO563-013	"	1.0839283924630934	21.442+-0.108
         	"IC4468	"	1.0486801316843393	21.442+-0.108
         	"ESO433-015	"	1.0460369427051885	21.442+-0.108
         	"NGC5303	"	1.0414480389305505	21.442+-0.108
         	"NGC7162	"	1.1100849127755137	21.442+-0.108
         	"NGC5170	"	1.2419662901458197	21.442+-0.108
         	"NGC5600	"	1.000501522633263	21.442+-0.108
         	"ESO572-018	"	1.069735537821116	21.442+-0.108
         	"ESO502-020	"	1.3212886515367128	21.442+-0.108
         	"ESO549-018	"	1.5263291912512629	21.442+-0.108
         	"ESO501-080	"	1.0263172488116448	21.442+-0.108
         	"IC1066	"	1.3641958668686174	21.442+-0.108
         	"NGC5861	"	1.0909424860382646	21.442+-0.108
         	"NGC4605	"	1.015755037880849	21.442+-0.108
         	"IC4885	"	1.1194192711933046	21.442+-0.108
         	"ESO511-050	"	1.754602309669302	21.442+-0.108
         	"ESO601-001	"	1.0031613013109615	21.442+-0.108
         	"NGC3543	"	1.0176573487745637	21.442+-0.108
         	"ESO263-031	"	1.1830089143090041	21.442+-0.108
         	"ESO438-017	"	1.069468690394215	21.442+-0.108
         	"NGC4700	"	1.044176110505675	21.442+-0.108
         	"ESO490-031	"	1.0275359503022374	21.442+-0.108
         	"ESO323-085	"	1.0000000414660397	21.442+-0.108
         	"NGC6215	"	1.3220530295603288	21.442+-0.108
         	"NGC5595	"	1.0027486590822938	21.442+-0.108
         	"IC4362	"	1.2508551419678495	21.442+-0.108
         	"NGC6207	"	1.0000078346210057	21.442+-0.108
         	"NGC6221	"	1.168811400190029	21.442+-0.108
         	"NGC7721	"	1.0802074109664228	21.442+-0.108
         	"NGC0406	"	1.3921936268923392	21.442+-0.108
         	"NGC4212	"	1.0357716750110317	21.442+-0.108
         	"PGC166712	"	1.0243167395951533	21.442+-0.108
         	"ESO514-006	"	1.2292263542765103	21.442+-0.108
         	"NGC5297	"	1.002779050655246	21.442+-0.108
         	"NGC5483	"	1.0198710941245295	21.442+-0.108
         	"ESO433-010	"	1.6857843312076555	21.442+-0.108
         	"NGC2377	"	1.6466774638819168	21.442+-0.108
         	"NGC1084	"	1.0710903177363282	21.442+-0.108
         	"NGC3361	"	1.0055044126769106	21.442+-0.108
         	"NGC4806	"	1.006721795695412	21.442+-0.108
         	"NGC0701	"	1.0195276660914352	21.442+-0.108
         	"NGC0991	"	1.158542526713415	21.442+-0.108
         	"ESO126-013	"	1.159400774676363	21.442+-0.108
         	"NGC5970	"	1.0303455777205965	21.442+-0.108
         	"NGC5145	"	1.1597121521213272	21.442+-0.108
         	"UGC11874	"	1.0071689765893563	21.442+-0.108
         	"UGC02955	"	1.0005778979165618	21.442+-0.108
         	"NGC3796	"	1.0005618787392838	21.442+-0.108
         	"NGC1495	"	1.1638157140924947	21.442+-0.108
         	"NGC3657	"	1.3571567232928543	21.442+-0.108
         	"NGC5643	"	1.5532355058991296	21.442+-0.108
         	"UGC11909	"	1.2703785663410898	21.442+-0.108
         	"ESO320-035	"	1.2885678024139864	21.442+-0.108
         	"NGC5916A	"	1.6237391433967496	21.442+-0.108
         	"NGC1231	"	1.0133634636460385	21.442+-0.108
         	"UGC12009	"	1.013083908378169	21.442+-0.108
         	"UGC03045	"	1.0045253276631456	21.442+-0.108
         	"ESO035-018	"	1.0014684989743567	21.442+-0.108
         	"UGC12182	"	1.0437537959429886	21.442+-0.108
         	"NGC1796	"	1.0000299353126916	21.442+-0.108
         	"PGC072252	"	1.7529187884082564	21.442+-0.108
         	"NGC3655	"	1.3105202890504069	21.442+-0.108
         	"NGC1888	"	1.00266778732095	21.442+-0.108
         	"NGC1637	"	1.6545828249125443	21.442+-0.108
         	"PGC023847	"	1.003517240363784	21.442+-0.108
         	"NGC7090	"	1.1266195755798571	21.442+-0.108
         	"UGC09355	"	1.2572675727683593	21.442+-0.108
         	"PGC170341	"	1.0868236059013927	21.442+-0.108
         	"ESO019-003	"	1.0038390437905047	21.442+-0.108
         	"ESO428-032	"	1.0652416731269427	21.442+-0.108
         	"ESO371-020	"	1.8255058458249844	21.442+-0.108
         	"PGC089976	"	1.0844812914012034	21.442+-0.108
         	"ESO126-016	"	1.2307141076532249	21.442+-0.108
         	"ESO490-028	"	1.018142158710164	21.442+-0.108
         	"NGC5254	"	1.0738517741584837	21.442+-0.108
         	"NGC3672	"	1.2600565871842104	21.442+-0.108
         	"NGC3024	"	1.1821747596445285	21.442+-0.108
         	"IC0396	"	1.0267608855892667	21.442+-0.108
         	"NGC1292	"	1.0012560252306353	21.442+-0.108
         	"NGC0578	"	1.4603420124733981	21.442+-0.108
         	"UGC02826	"	1.0003735118522423	21.442+-0.108
         	"NGC3187	"	1.674404837233916	21.442+-0.108
         	"ESO420-009	"	1.1842223722099738	21.442+-0.108
         	"NGC1232	"	1.0003491006170586	21.442+-0.108
         	"UGC11466	"	1.056739892219393	21.442+-0.108
         	"NGC5426	"	1.4662862582477227	21.442+-0.108
         	"ESO328-030	"	1.023774866835512	21.442+-0.108
         	"NGC5236	"	1.004392727758893	21.442+-0.108
         	"NGC1809	"	1.2113507483526438	21.442+-0.108
         	"IC5078	"	1.0384690681535937	21.442+-0.108
         	"UGC02729	"	1.266323415782648	21.442+-0.108
         	"ESO580-029	"	1.0193215680504037	21.442+-0.108
         	"NGC5439	"	1.1466865774988009	21.442+-0.108
         	"NGC3654	"	1.5336535156585345	21.442+-0.108
         	"IC0441	"	1.0302203252771909	21.442+-0.108
         	"UGC02765	"	1.0409263264935107	21.442+-0.108
         	"NGC3568	"	1.5896238428914693	21.442+-0.108
         	"ESO168-002	"	1.0103006643947827	21.442+-0.108
         	"NGC4390	"	1.0875100897339351	21.442+-0.108
         	"NGC5885	"	1.0121276528563412	21.442+-0.108
         	"ESO288-045	"	1.050912629977066	21.442+-0.108
         	"ESO504-017	"	1.2677162338205434	21.442+-0.108
         	"UGC05228	"	1.0020445140784264	21.442+-0.108
         	"UGC12074	"	1.0168537521108658	21.442+-0.108
         	"NGC4359	"	1.7400875442402908	21.442+-0.108
         	"UGC04783	"	1.0059754371070202	21.442+-0.108
         	"UGC02866	"	1.2455254631546955	21.442+-0.108
         	"NGC5665	"	1.0479570040830748	21.442+-0.108
         	"NGC5085	"	1.013094973009534	21.442+-0.108
         	"NGC1347	"	1.0324295627095788	21.442+-0.108
         	"ESO269-085	"	1.0787198505861975	21.442+-0.108
         	"UGC05841	"	1.0147658597858733	21.442+-0.108
         	"ESO554-028	"	1.7087657439298034	21.442+-0.108
         	"ESO037-010	"	1.4384854308212789	21.442+-0.108
         	"PGC032681	"	1.0101051674736314	21.442+-0.108
         	"IC0764	"	1.0000982590973524	21.442+-0.108
         	"IC3742	"	1.0255605381595525	21.442+-0.108
         	"PGC2793197	"	1.001283623561944	21.442+-0.108
         	"NGC1187	"	1.0714492480615871	21.442+-0.108
         	"NGC2835	"	1.4884588534629393	21.442+-0.108
         	"IC4901	"	1.0538797153413506	21.442+-0.108
         	"NGC4123	"	1.1086846244742876	21.442+-0.108
         	"ESO291-024	"	1.0060239281438836	21.442+-0.108
         	"IC0052	"	1.0226414596765863	21.442+-0.108
         	"PGC023262	"	1.0766152619479217	21.442+-0.108
         	"PGC045877	"	1.005139059317657	21.442+-0.108
         	"UGC03394	"	1.2975604073961962	21.442+-0.108
         	"NGC7448	"	1.0108048093950814	21.442+-0.108
